,Start_blink,End_blink,Blink_frame,No_of_frames
0,13,25,16,12
1,66,74,69,8
2,80,83,80,3
3,161,165,161,4
4,395,401,395,6
5,445,449,445,4
6,479,592,479,113
7,593,598,593,5
8,635,647,635,12
9,671,677,673,6
10,709,722,709,13
11,779,785,781,6
12,869,872,869,3
13,915,932,918,17
14,955,961,955,6
15,1049,1053,1051,4
16,1133,1142,1136,9
17,1152,1160,1152,8
18,1272,1277,1273,5
19,1353,1368,1355,15
20,1724,1729,1724,5
21,1756,1759,1756,3
22,1819,1823,1819,4
23,1954,1962,1954,8
24,2099,2137,2099,38
25,2138,2140,2138,2
26,2160,2180,2160,20
27,2194,2206,2194,12
28,2259,2266,2260,7
29,2393,2408,2393,15
30,2523,2527,2525,4
31,2662,2667,2664,5
32,2875,2878,2875,3
33,2899,2903,2899,4
34,2986,2989,2986,3
35,3024,3029,3026,5
36,3070,3074,3070,4
37,3078,3082,3080,4
38,3123,3125,3123,2
39,3198,3202,3198,4
40,3236,3244,3236,8
41,3306,3315,3306,9
42,3363,3383,3363,20
43,3394,3397,3394,3
44,3427,3429,3427,2
45,3561,3568,3563,7
46,3650,3659,3650,9
47,3694,3699,3696,5
48,3811,3816,3813,5
49,3990,4013,3990,23
50,4014,4016,4014,2
51,4064,4068,4065,4
52,4087,4091,4089,4
53,4141,4145,4143,4
54,4153,4158,4155,5
55,4224,4230,4227,6
56,4269,4272,4269,3
57,4307,4323,4307,16
58,4379,4385,4381,6
59,4442,4447,4443,5
60,4512,4520,4512,8
61,4572,4577,4572,5
62,4669,4673,4669,4
63,4683,4690,4685,7
64,4897,4903,4899,6
65,4962,4968,4964,6
66,4990,4994,4990,4
67,5033,5037,5034,4
68,5178,5182,5178,4
69,5189,5192,5189,3
70,5253,5261,5253,8
71,5326,5335,5326,9
72,5336,5338,5336,2
73,5516,5521,5518,5
74,5559,5563,5559,4
75,5686,5690,5686,4
76,5763,5767,5764,4
77,5810,5817,5810,7
78,5823,5828,5825,5
79,5966,5968,5966,2
80,5981,5986,5983,5
81,6027,6032,6029,5
82,6117,6120,6117,3
83,6346,6348,6346,2
84,6402,6405,6402,3
85,6582,6592,6582,10
86,6681,6690,6681,9
87,6746,6752,6746,6
88,6806,6811,6806,5
89,6876,6879,6876,3
90,7003,7008,7003,5
91,7182,7187,7184,5
92,7260,7268,7260,8
93,7386,7389,7386,3
94,7549,7553,7552,4
95,7579,7583,7579,4
96,7623,7646,7623,23
97,7647,7650,7647,3
98,7662,7666,7662,4
99,7715,7720,7718,5
100,7788,7793,7791,5
101,7911,7917,7913,6
102,7938,7947,7940,9
103,7974,7979,7976,5
104,8000,8004,8001,4
105,8051,8054,8051,3
106,8085,8088,8085,3
107,8093,8097,8095,4
108,8409,8415,8411,6
109,8428,8432,8428,4
110,8545,8558,8545,13
111,8617,8623,8619,6
112,8719,8732,8719,13
113,8829,8836,8831,7
114,8861,8866,8863,5
115,8937,8943,8938,6
116,8949,8956,8951,7
117,9013,9019,9015,6
118,9075,9083,9075,8
119,9106,9113,9106,7
120,9168,9174,9168,6
121,9227,9230,9227,3
122,9282,9289,9282,7
123,9326,9341,9326,15
124,9498,9502,9498,4
125,9558,9564,9558,6
126,9571,9576,9573,5
127,9599,9601,9599,2
128,9686,9702,9686,16
129,9826,9830,9828,4
130,9841,9844,9841,3
131,9881,9883,9881,2
132,9931,9938,9931,7
133,9995,9998,9995,3
134,10012,10015,10012,3
135,10027,10031,10029,4
136,10091,10095,10091,4
137,10266,10269,10266,3
138,10361,10367,10361,6
139,10410,10413,10410,3
140,10490,10515,10490,25
141,10567,10572,10569,5
142,10812,10815,10812,3
143,10846,10850,10846,4
144,10978,10986,10978,8
145,10987,10990,10987,3
146,11038,11043,11038,5
147,11130,11135,11130,5
148,11268,11271,11268,3
149,11280,11282,11280,2
150,11361,11363,11361,2
151,11460,11463,11460,3
152,11578,11583,11578,5
153,11592,11595,11592,3
154,11678,11685,11678,7
155,11752,11755,11752,3
156,11773,11777,11775,4
157,11827,11830,11827,3
158,11836,11838,11836,2
159,11896,11900,11897,4
160,11962,11973,11962,11
161,11981,11986,11981,5
162,12028,12036,12028,8
163,12049,12052,12049,3
164,12086,12100,12086,14
165,12332,12340,12332,8
166,12442,12444,12442,2
167,12557,12563,12557,6
168,12711,12715,12711,4
169,12764,12769,12766,5
170,12955,12959,12957,4
171,13060,13067,13060,7
172,13226,13230,13228,4
173,13315,13318,13315,3
174,13385,13393,13387,8
175,13493,13496,13493,3
176,13526,13554,13526,28
177,13571,13574,13571,3
178,13620,13640,13620,20
179,13659,13663,13659,4
180,13753,13760,13753,7
181,13855,13857,13855,2
182,13880,13886,13882,6
183,13991,13997,13993,6
184,14183,14187,14183,4
185,14223,14228,14225,5
186,14274,14292,14274,18
187,14322,14328,14324,6
188,14357,14363,14357,6
189,14377,14386,14380,9
190,14455,14462,14458,7
191,14547,14552,14549,5
192,14565,14570,14565,5
193,14619,14623,14622,4
194,14670,14674,14673,4
195,14689,14697,14692,8
196,14737,14740,14737,3
197,14778,14782,14780,4
198,14800,14846,14800,46
199,15103,15105,15104,2
200,15121,15508,15121,387
201,15763,15768,15763,5
202,16012,16030,16012,18
203,16078,16084,16078,6
204,16286,16309,16286,23
205,16336,16354,16338,18
206,16421,16427,16424,6
207,16540,16587,16540,47
208,16689,16693,16689,4
209,16885,16890,16887,5
210,16985,16990,16985,5
211,17003,17007,17003,4
212,17063,17130,17063,67
213,17145,17149,17145,4
214,17312,17317,17312,5
215,17335,17340,17335,5
216,17347,17351,17349,4
217,17356,17360,17358,4
218,17421,17432,17421,11
219,17433,17452,17433,19
220,17603,17606,17604,3
221,17761,17766,17764,5
222,17801,17806,17802,5
223,17978,17982,17978,4
224,18027,18034,18027,7
225,18216,18221,18216,5
226,18363,18372,18365,9
227,18431,18434,18431,3
228,18538,18543,18538,5
229,18578,18581,18578,3
230,18594,18597,18594,3
231,18640,18647,18642,7
232,18670,18677,18672,7
233,18803,18807,18803,4
234,18880,18886,18882,6
235,19028,19030,19028,2
236,19102,19112,19102,10
237,19321,19324,19321,3
238,19330,19335,19332,5
239,19411,19415,19411,4
240,19465,19471,19467,6
241,19477,19481,19479,4
242,19560,19566,19560,6
243,19634,19639,19636,5
244,19759,19764,19761,5
245,19769,19774,19771,5
246,19859,19862,19859,3
247,19875,19880,19878,5
248,19886,19891,19888,5
249,19941,19953,19941,12
250,19969,19975,19971,6
251,20041,20044,20041,3
252,20113,20118,20115,5
253,20185,20188,20185,3
254,20253,20259,20255,6
255,20348,20352,20350,4
256,20436,20441,20437,5
257,20541,20545,20542,4
258,20571,20576,20573,5
259,20604,20608,20604,4
260,20699,20703,20701,4
261,20777,20783,20779,6
262,20932,20936,20932,4
263,21000,21014,21000,14
264,21144,21149,21146,5
265,21303,21307,21305,4
266,21352,21360,21352,8
267,21398,21403,21398,5
268,21520,21525,21520,5
269,21578,21584,21578,6
270,21661,21688,21661,27
271,21761,21767,21763,6
272,21874,21878,21874,4
273,21888,21892,21890,4
274,21973,21977,21975,4
275,21989,21993,21991,4
276,22082,22085,22082,3
277,22111,22115,22111,4
278,22163,22170,22163,7
279,22227,22231,22227,4
280,22311,22314,22311,3
281,22356,22363,22358,7
282,22368,22373,22371,5
283,22385,22392,22388,7
284,22569,22577,22571,8
285,22620,22634,22623,14
286,22686,22691,22686,5
287,22707,22716,22710,9
288,22778,22782,22778,4
289,22823,22828,22825,5
290,22868,22874,22870,6
291,22878,22884,22880,6
292,22964,22969,22964,5
293,22977,22981,22979,4
294,23052,23059,23054,7
295,23103,23109,23105,6
296,23250,23253,23250,3
297,23433,23437,23433,4
298,23523,23528,23524,5
299,23605,23610,23606,5
300,23683,23688,23685,5
301,23842,23845,23842,3
302,24164,24167,24165,3
303,24221,24227,24221,6
304,24264,24280,24264,16
305,24281,24287,24281,6
306,24328,24333,24328,5
307,24395,24401,24395,6
308,24460,24471,24463,11
309,24514,24521,24514,7
310,24565,24572,24567,7
311,24596,24601,24598,5
312,24631,24636,24633,5
313,24644,24649,24646,5
314,24710,24714,24710,4
315,24845,24852,24845,7
316,24951,24982,24951,31
317,24983,24986,24983,3
318,25174,25178,25176,4
319,25244,25254,25244,10
320,25502,25508,25502,6
321,25580,25585,25580,5
322,25637,25663,25637,26
323,25745,25749,25745,4
324,25754,25757,25754,3
325,25773,25778,25775,5
326,25855,25862,25857,7
327,25910,25914,25910,4
328,26063,26076,26063,13
