,Start_blink,End_blink,Blink_frame,No_of_frames
0,65,70,66,5
1,77,80,79,3
2,157,161,158,4
3,390,394,392,4
4,442,445,443,3
5,591,594,592,3
6,632,633,632,1
7,671,674,672,3
8,704,709,705,5
9,777,782,779,5
10,866,868,867,2
11,913,921,916,8
12,952,955,953,3
13,1009,1012,1011,3
14,1049,1053,1050,4
15,1132,1137,1133,5
16,1149,1152,1150,3
17,1269,1272,1270,3
18,1321,1322,1321,1
19,1351,1356,1352,5
20,1582,1584,1583,2
21,1721,1724,1723,3
22,1753,1756,1754,3
23,1818,1819,1818,1
24,1951,1953,1952,2
25,2134,2137,2135,3
26,2156,2159,2157,3
27,2192,2194,2193,2
28,2256,2261,2257,5
29,2521,2526,2523,5
30,2659,2665,2663,6
31,2872,2875,2872,3
32,2888,2892,2890,4
33,2899,2901,2899,2
34,2983,2986,2984,3
35,3022,3027,3023,5
36,3067,3070,3068,3
37,3077,3081,3078,4
38,3120,3123,3121,3
39,3232,3236,3235,4
40,3303,3306,3304,3
41,3361,3362,3361,1
42,3391,3394,3392,3
43,3431,3434,3432,3
44,3524,3526,3525,2
45,3561,3564,3562,3
46,3647,3650,3649,3
47,3693,3697,3694,4
48,3811,3814,3812,3
49,3990,3991,3990,1
50,4010,4014,4013,4
51,4062,4066,4064,4
52,4086,4090,4087,4
53,4140,4144,4142,4
54,4152,4156,4153,4
55,4219,4228,4220,9
56,4234,4237,4235,3
57,4265,4270,4267,5
58,4315,4318,4316,3
59,4378,4382,4380,4
60,4448,4452,4449,4
61,4510,4512,4511,2
62,4569,4572,4570,3
63,4580,4582,4581,2
64,4666,4669,4667,3
65,4683,4686,4684,3
66,4895,4900,4897,5
67,4961,4965,4962,4
68,4987,4990,4988,3
69,5030,5033,5032,3
70,5174,5178,5176,4
71,5186,5189,5187,3
72,5251,5253,5251,2
73,5323,5326,5324,3
74,5333,5337,5336,4
75,5432,5433,5432,1
76,5516,5519,5517,3
77,5556,5560,5557,4
78,5684,5686,5685,2
79,5762,5765,5764,3
80,5808,5811,5809,3
81,5822,5826,5825,4
82,5962,5966,5964,4
83,5979,5984,5981,5
84,6026,6030,6027,4
85,6113,6115,6114,2
86,6128,6129,6128,1
87,6342,6346,6343,4
88,6398,6402,6400,4
